-0.001778,-0.0020206,-0.0022924,-0.0024473,-0.0025288,-0.0024924,-0.002221,-0.0017474,-0.00088937,0.00032777,0.0019583,0.0040748,0.0066112,0.0096827,0.013292,0.017547,0.022496,0.028094,0.034578,0.041909,0.050097,0.059276,0.069771,0.081679,0.094917,0.10959,0.1257,0.14355,0.16295,0.18396,0.20679,0.23121,0.25739,0.28519,0.31438,0.3451,0.37709,0.41015,0.444,0.47852,0.51353,0.54861,0.58362,0.61927,0.65471,0.68815,0.72088,0.7526,0.78302,0.81285,-0.00072515,-0.0060062,-0.011782,-0.018833,-0.027373,-0.03737,-0.04915,-0.062197,-0.076807,-0.09253,-0.10914,-0.12657,-0.1446,-0.1631,-0.18184,-0.20062,-0.21947,-0.23805,-0.25647,-0.2745,-0.29203,-0.30893,-0.32501,-0.34036,-0.35435,-0.36721,-0.37885,-0.38892,-0.39745,-0.40417,-0.409,-0.41202,-0.41298,-0.4118,-0.40872,-0.40341,-0.39604,-0.3866,-0.37526,-0.36215,-0.34721,-0.33087,-0.31335,-0.29398,-0.27375,-0.2531,-0.232,-0.21053,-0.18881,-0.16703
-0.001315,0.0014833,0.0045355,0.0083126,0.01305,0.018888,0.025729,0.033576,0.042454,0.052146,0.062563,0.073547,0.085219,0.097288,0.10978,0.12252,0.13547,0.14859,0.16187,0.17533,0.18885,0.2025,0.21627,0.23029,0.24458,0.25907,0.27393,0.28926,0.30509,0.32171,0.33876,0.35634,0.3747,0.39376,0.4135,0.43405,0.45531,0.47726,0.49984,0.52294,0.54651,0.57049,0.59466,0.61889,0.64309,0.66716,0.69093,0.71439,0.73711,0.75933,-0.00053827,-0.0060563,-0.011948,-0.018843,-0.027185,-0.037152,-0.048602,-0.061717,-0.076531,-0.09235,-0.10868,-0.12575,-0.14355,-0.16178,-0.18019,-0.19852,-0.21656,-0.23418,-0.25121,-0.26746,-0.28297,-0.29757,-0.31127,-0.32407,-0.3358,-0.34641,-0.35594,-0.3642,-0.3713,-0.37721,-0.38159,-0.38462,-0.38592,-0.3857,-0.38394,-0.38045,-0.37533,-0.3685,-0.36013,-0.35027,-0.33909,-0.32649,-0.31274,-0.29802,-0.28237,-0.26598,-0.24897,-0.23152,-0.21387,-0.1963
-0.00044081,-0.00056645,-0.00051896,-0.00042601,-9.5479e-05,0.00069516,0.0019581,0.003776,0.0062227,0.009315,0.013184,0.018003,0.023917,0.030929,0.038959,0.048166,0.05866,0.070412,0.083471,0.097838,0.11361,0.13066,0.14906,0.16879,0.18997,0.21273,0.23684,0.26245,0.28955,0.31807,0.34789,0.37891,0.41103,0.44459,0.47953,0.51447,0.5501,0.58625,0.62266,0.65905,0.69512,0.7307,0.76568,0.7994,0.8321,0.86276,0.89161,0.9188,0.94372,0.96656,-0.00020394,-0.0048727,-0.010421,-0.017618,-0.026617,-0.036647,-0.047593,-0.059082,-0.070667,-0.08205,-0.092957,-0.10326,-0.11284,-0.12139,-0.1288,-0.13491,-0.13978,-0.14338,-0.14571,-0.14677,-0.14653,-0.14503,-0.14233,-0.13843,-0.13356,-0.12778,-0.12114,-0.11372,-0.10564,-0.097044,-0.08814,-0.079076,-0.070023,-0.06103,-0.052244,-0.043961,-0.036069,-0.028706,-0.02187,-0.015574,-0.0098755,-0.0047983,-0.00030604,0.0035529,0.0068318,0.0094534,0.011484,0.013023,0.014147,0.015112
-0.00049806,-0.00011613,0.00042667,0.0012892,0.0026279,0.0045675,0.0072299,0.010746,0.015102,0.020315,0.026491,0.033617,0.041808,0.0512,0.062133,0.074307,0.087743,0.10263,0.11908,0.13717,0.1571,0.17831,0.20099,0.22549,0.25089,0.27768,0.30582,0.33505,0.36514,0.39614,0.42796,0.46079,0.49353,0.52638,0.55937,0.59284,0.62609,0.65917,0.69168,0.72365,0.75488,0.78529,0.8146,0.84278,0.86941,0.89456,0.91815,0.94026,0.96044,0.97887,-0.00060248,-0.005828,-0.0125,-0.021414,-0.032589,-0.045543,-0.059695,-0.074593,-0.089784,-0.10492,-0.11973,-0.13398,-0.14747,-0.15997,-0.17149,-0.18167,-0.19036,-0.19759,-0.20328,-0.20728,-0.20977,-0.21052,-0.20946,-0.20667,-0.20256,-0.197,-0.19011,-0.18208,-0.17297,-0.16295,-0.15215,-0.14068,-0.12889,-0.11685,-0.10473,-0.092512,-0.080551,-0.068849,-0.057652,-0.046979,-0.036937,-0.027563,-0.018929,-0.011084,-0.0040312,0.0022714,0.0078757,0.012884,0.017221,0.021056
-0.00088012,-0.0015588,-0.0033209,-0.0049423,-0.0056525,-0.0054574,-0.0046229,-0.0029505,0.00080396,0.0066329,0.014511,0.023567,0.033134,0.043808,0.055439,0.068101,0.082803,0.09907,0.11764,0.13852,0.16261,0.18932,0.21793,0.24799,0.27893,0.31138,0.34667,0.38521,0.42766,0.47459,0.52677,0.5838,0.6453,0.71096,0.77867,0.84521,0.90848,0.96667,1.0181,1.0625,1.099,1.1279,1.1483,1.1596,1.1629,1.1605,1.1536,1.1449,1.1354,1.1262,-0.00045801,0.0038475,0.008694,0.016982,0.028952,0.044143,0.062196,0.083388,0.10595,0.12903,0.15291,0.17817,0.20439,0.2313,0.25841,0.28609,0.31507,0.34432,0.37492,0.40649,0.43865,0.47112,0.50307,0.53411,0.56382,0.59158,0.61715,0.63994,0.66009,0.67722,0.69119,0.70018,0.70348,0.69975,0.68869,0.66965,0.64328,0.60951,0.56923,0.52404,0.47554,0.42481,0.37132,0.31654,0.26356,0.21472,0.17051,0.13169,0.097651,0.068125
-0.0015858,-0.002175,-0.0026382,-0.0031348,-0.0035191,-0.003341,-0.0024066,-0.00057873,0.002461,0.0068703,0.012911,0.020731,0.030606,0.042467,0.056648,0.072814,0.091348,0.11212,0.13509,0.16033,0.18782,0.21729,0.24854,0.28156,0.31613,0.35191,0.38866,0.42626,0.46431,0.50259,0.54105,0.57959,0.61762,0.65435,0.69014,0.72467,0.75788,0.78955,0.81962,0.84785,0.87415,0.89853,0.92093,0.94135,0.95978,0.97632,0.99089,1.0038,1.0149,1.0247,0.0011114,0.0076145,0.014934,0.024508,0.0365,0.051211,0.068714,0.088424,0.11026,0.13399,0.15951,0.18652,0.21468,0.24363,0.27314,0.30276,0.33208,0.36089,0.38872,0.41527,0.44027,0.46333,0.4842,0.50255,0.51821,0.53105,0.5409,0.54759,0.55104,0.55135,0.54821,0.54182,0.53227,0.51989,0.50461,0.48652,0.46598,0.44314,0.41829,0.39158,0.36346,0.33412,0.30387,0.27304,0.24197,0.21103,0.18049,0.15056,0.12167,0.094128
-0.00053249,0.00058817,0.0019198,0.0036956,0.0060381,0.0089249,0.012379,0.016288,0.020654,0.025549,0.030729,0.036327,0.042284,0.048832,0.055662,0.063033,0.071027,0.079544,0.08869,0.098587,0.10912,0.12058,0.13303,0.14661,0.1612,0.17686,0.19366,0.21164,0.23098,0.25168,0.27397,0.29797,0.32316,0.34962,0.37741,0.40646,0.43669,0.468,0.50028,0.53329,0.56677,0.6006,0.63454,0.66869,0.70225,0.73507,0.76713,0.79816,0.82779,0.85692,0.00046394,0.0046042,0.0090266,0.014333,0.02084,0.028523,0.037391,0.047186,0.057863,0.069334,0.081191,0.093416,0.10587,0.11864,0.13122,0.14361,0.15575,0.16749,0.1786,0.18902,0.1987,0.20757,0.21562,0.22276,0.22893,0.23391,0.23767,0.24024,0.24149,0.24153,0.24015,0.2375,0.23354,0.22837,0.22212,0.21471,0.2062,0.1968,0.18645,0.17541,0.16371,0.15149,0.13896,0.12602,0.11302,0.10006,0.087237,0.074616,0.062416,0.050453
-0.00022635,0.0012913,0.0032431,0.0059012,0.0090982,0.01275,0.016591,0.020549,0.024623,0.028713,0.032709,0.036508,0.03999,0.043215,0.04631,0.049407,0.051666,0.054395,0.05783,0.061665,0.066301,0.071755,0.078159,0.085711,0.094786,0.10563,0.11851,0.13366,0.15108,0.17116,0.19395,0.21962,0.24804,0.27944,0.3135,0.35007,0.38871,0.42905,0.47133,0.51423,0.55758,0.60136,0.64541,0.68927,0.73109,0.77061,0.80855,0.84446,0.87811,0.90939,0.00054949,0.0042206,0.0083554,0.013244,0.019155,0.026218,0.033955,0.041941,0.05035,0.058979,0.067735,0.076558,0.085304,0.093826,0.10196,0.10962,0.11698,0.12379,0.12983,0.13517,0.13988,0.1438,0.14681,0.14899,0.15025,0.15066,0.15026,0.14902,0.14705,0.14439,0.14099,0.13694,0.13215,0.12667,0.12052,0.11376,0.10656,0.098965,0.091097,0.082981,0.074686,0.066267,0.057687,0.048945,0.040458,0.032425,0.024641,0.01719,0.010129,0.0035333
-0.0030066,-0.011579,-0.029027,-0.05185,-0.077188,-0.098291,-0.11335,-0.12027,-0.11982,-0.11374,-0.1025,-0.082395,-0.051952,-0.012601,0.032987,0.078507,0.12056,0.17349,0.20304,0.22936,0.251,0.26796,0.28025,0.2869,0.28711,0.2774,0.25997,0.23704,0.21158,0.18755,0.16945,0.15804,0.1541,0.15589,0.16606,0.18166,0.20098,0.22377,0.25,0.27724,0.30621,0.334,0.3606,0.38456,0.40708,0.42718,0.44438,0.46596,0.48707,0.50748,-0.022162,-0.08305,-0.19656,-0.34124,-0.50882,-0.69047,-0.86698,-1.0242,-1.1563,-1.2592,-1.3353,-1.3916,-1.4303,-1.4556,-1.4681,-1.4712,-1.4661,-1.4504,-1.4314,-1.403,-1.3661,-1.3207,-1.27,-1.2126,-1.1393,-1.0389,-0.91301,-0.76645,-0.60678,-0.44296,-0.29102,-0.15679,-0.046115,0.045139,0.12088,0.18547,0.23986,0.28601,0.32707,0.36351,0.39583,0.42206,0.44537,0.46476,0.48,0.49255,0.50314,0.51351,0.52144,0.52572
-0.0019741,-0.00078431,0.0027396,0.0089673,0.017944,0.030807,0.048744,0.06958,0.093018,0.11831,0.14447,0.17012,0.1951,0.22002,0.24436,0.26986,0.2956,0.31945,0.33755,0.34929,0.35332,0.34945,0.33941,0.32507,0.30863,0.29218,0.27858,0.26905,0.26451,0.26358,0.2638,0.26636,0.27181,0.28073,0.29411,0.31424,0.34385,0.38223,0.42695,0.47765,0.53234,0.58795,0.64321,0.69662,0.74673,0.79211,0.83182,0.86531,0.89342,0.91641,-0.0006052,-0.020974,-0.049459,-0.092635,-0.14786,-0.21315,-0.2863,-0.36243,-0.43849,-0.51245,-0.5809,-0.64157,-0.69504,-0.74076,-0.77898,-0.81036,-0.83068,-0.83445,-0.8197,-0.78532,-0.73137,-0.66159,-0.58001,-0.49156,-0.39894,-0.30392,-0.21152,-0.1244,-0.044294,0.027247,0.088992,0.14039,0.18159,0.21423,0.23858,0.25115,0.25181,0.24528,0.23479,0.22267,0.21023,0.19776,0.18539,0.17202,0.15766,0.14312,0.12816,0.11158,0.097508,0.085959
